"automatic_water_benchmarking_eligible","bbls_co_reported","bin","borough","census_tract","co_reported_bbl_status","community_board","community_council","direct_ghg_emissions_mtco2e","dof_benchmarking_submission_status","dof_number_of_buildings","dof_property_floor_area_buildngs_and_parking_ft2","energy_star_score","indirect_ghg_emissions_mtco2e","latitude","longitude","municipally_supplied_potable_water_indoor_intensity_gal_ft","nta","nyc_borough_block_and_lot_bbl","primary_property_type_self_selected","record_number","reported_nyc_building_identificaiton_numbers_bins","reported_property_floor_area_building_s_ft","reported_water_method","site_eui_kbtu_ft2","source_eui_kbtu_ft2","street_name","street_number","total_ghg_emissions_mtco2e","weather_normalized_site_eui_kbtu_ft2","weather_normalized_source_eui_kbtu_ft2","zip_code"
"No","1-00785-0075","1014436","Manhattan","109",,"5","3","209.8","Filed","1","81375","94","194.7","40.752965","-73.991338","Not Available","Midtown-Midtown South                                                      ","1007850075","Office","1066","1014436","94829","None","55.6","110","WEST   36 STREET","260","404.5","55.1","109.3","10018"
"Yes","1-00786-0013","1014438","Manhattan","109",,"5","3","237.2","Filed","1","112578","88","311","40.752929","-73.991204","21.29","Midtown-Midtown South                                                      ","1007860013","Office","1068","1014438","112589","ABS","61.9","134.9","WEST   36 STREET","255","548.2","Not Available","Not Available","10018"
"No","1007860020","1014440","Manhattan","109",,"5","3","99.7","Filed","1","74100","Not Available","62.5","40.752808","-73.990923","Not Available","Midtown-Midtown South                                                      ","1007860020","Multifamily Housing","1069","1014440","74100","None","35.7","59.2","WEST   36 STREET","241","162.2","Not Available","Not Available","10018"
"No","1009970017","1022628","Manhattan","119",,"5","4","0","Filed","1","85000","Not Available",,"40.75657","-73.984169","Not Available","Midtown-Midtown South                                                      ","1009970017","Hotel","1931","1022628","85000","None",,,"WEST   44 STREET","133",,"Not Available","Not Available","10036"
"No",,,"Queens",,,,,,"No Submission Matched to BBL","1","238443",,,,,,,"4019180062",,"14322",,"#N/A","None",,,"57 AVENUE","97-22",,,,"11368"
"No","1007860023","1014441","Manhattan","109",,"5","3","0","Filed","1","130000","Not Available","612.4","40.752707","-73.990681","Not Available","Midtown-Midtown South                                                      ","1007860023","Office","1070","1014441","161204","Manual","46.7","146.6","WEST   36 STREET","229","612.4","46.7","146.7","10018"
"No","1007860051","1014445","Manhattan","109",,"5","3","1173.2","Filed","1","842295","78","4172.9","40.752808","-73.98932","Not Available","Midtown-Midtown South                                                      ","1007860051","Office","1071","1014445","936037","None","71.4","188.9","7 AVENUE","498","5346.1","70.8","188.3","10018"
"Yes","1007860064","1014449","Manhattan","109",,"5","3","291.7","Filed","1","83500","51","28.2","40.753291","-73.990201","Not Available","Midtown-Midtown South                                                      ","1007860064","Non-Refrigerated Warehouse","1072","1014449","87675","None","48.8","57.7","WEST   37 STREET","226","319.9","48.8","57.7","10018"
"Yes","1-00787-0001","1014453","Manhattan","109",,"5","3","1079.2","Filed","1","225858","72","756.8","40.754211","-73.99198","Not Available","Midtown-Midtown South                                                      ","1007870001","Office","1073","1014453","253650","ABS","96.7","176.2","8 AVENUE","540","1836","96","175.1","10018"
"No","1007870011","1014454","Manhattan","109",,"5","3","396","Filed","1","214130","83","693.5","40.753475","-73.990594","Not Available","Midtown-Midtown South                                                      ","1007870011","Office","1074","1014454","205729","Manual","68.1","157.2","WEST   37 STREET","247","1089.5","68.2","157.4","10018"
"No","1007870025","1014457","Manhattan","109",,"5","3","433.5","Filed","1","163103","99","204.9","40.753288","-73.99015","10.69","Midtown-Midtown South                                                      ","1007870025","Office","1077","1014457","175565","Manual","47.1","78.2","WEST   37 STREET","225","638.4","Not Available","Not Available","10018"
"No","1-00787-0040","1014459","Manhattan","109",,"5","3","1576.8","Filed","1","606078","76","2246.9","40.752992","-73.989186","Not Available","Midtown-Midtown South                                                      ","1007870040","Office","1078","1014459","619405","None","78.4","174.1","7 AVENUE","500","3823.7","Not Available","Not Available","10018"
"No","1-00787-0044","1014460","Manhattan","109",,"5","3","1290.1","Filed","1","553748","80","1870.5","40.753283","-73.98897","Not Available","Midtown-Midtown South                                                      ","1007870044","Office","1079","1014460","526632","None","76.2","169.9","7 AVENUE","512","3160.6","Not Available","Not Available","10018"
"Yes","1007870059","1014462","Manhattan","109",,"5","3","317.4","Filed","1","137887","100","139.1","40.753942","-73.989829","8.26","Midtown-Midtown South                                                      ","1007870059","Office","1080","1014462","157059","None","37.7","61.3","WEST   38 STREET","230","456.5","37.6","61.1","10018"
"Yes","1-00787-0067","1014465","Manhattan","109",,"5","3","208.1","Filed","1","96275","96","195.7","40.754079","-73.990154","Not Available","Midtown-Midtown South                                                      ","1007870067","Office","1081","1014465","96275","ABS","53.7","107.4","WEST   38 STREET","246","403.8","53.2","107.1","10018"
"Yes","1007870072","1014467","Manhattan","109",,"5","3","0","Filed","1","96736","96","301.4","40.754164","-73.990356","Not Available","Midtown-Midtown South                                                      ","1007870072","Office","1082","1014467","118815","None","31.2","97.9","WEST   38 STREET","256","301.4","30.9","97.1","10018"
"Yes","100780004","1014471","Manhattan","113",,"5","3",,"Filed","1","72649","Not Available",,"40.754952","-73.991442","Not Available","Midtown-Midtown South                                                      ","1007880004","Mixed Use Property","1084","1014471","72649","None",,,"8 AVENUE","580",,"Not Available","Not Available","10018"
"Yes","1007880011","1014474","Manhattan","113",,"5","3","449.2","Filed","1","146377","86","395.6","40.75423","-73.990468","Not Available","Midtown-Midtown South                                                      ","1007880011","Office","1085","1014474","152439","None","71","139.7","WEST   38 STREET","263","844.8","Not Available","Not Available","10018"
"Yes","1007880016","1014475","Manhattan","113",,"5","3","87.1","Filed","1","78325","Not Available","289.3","40.754178","-73.990345","35.21","Midtown-Midtown South                                                      ","1007880016","Multifamily Housing","1086","1014475","78325","ABS","63.8","161.6","WEST   38 STREET","257","376.4","Not Available","Not Available","10018"
"No","1007880019","1014476","Manhattan","113",,"5","3","5938.5","Filed","1","130010","Not Available","287.3","40.754093","-73.990143","Not Available","Midtown-Midtown South                                                      ","1007880019","Office","1087","1014476","130010","None","868.7","967.1","WEST   38 STREET","247","6225.8","Not Available","Not Available","10018"
"No","1007880037","1014480","Manhattan","113",,"5","3","403.5","Filed","1","144635","67","463","40.753769","-73.98937","Not Available","Midtown-Midtown South                                                      ","1007880037","Office","1088","1014480","140720","Manual","84.7","172.5","WEST   38 STREET","209","866.5","Not Available","Not Available","10018"
"N/A","3-01362-0050",,"Brooklyn",,,,,"0","Not on Covered Buildings List",,,"Not Available","147",,,"Not Available",,"3013620050","Multifamily Housing","15637","3330829","197396","None","35.8","112.3",,,"147","35.8","112.3",
"No","1012600034","1034227","Manhattan","96",,"5","4","0","Filed","1","473113","61","4060.4","40.754879","-73.979877","Not Available","Midtown-Midtown South                                                      ","1012600034","Office","2754","1014485","506121","None","94.9","215.6","5 AVENUE","530","4060.4","Not Available","Not Available","10036"
"No","1007880049","1014485","Manhattan","113",,"5","3","382.2","Filed","1","408130","87","1687.5","40.753851","-73.988551","Not Available","Midtown-Midtown South                                                      ","1007880049","Office","1089","1014485","464863","None","56.4","152.1","7 AVENUE","530","2069.7","Not Available","Not Available","10018"
"Yes","1007880064","1014486","Manhattan","113",,"5","3","238.4","Filed","1","59488","92","92.7","40.754559","-73.989374","5.87","Midtown-Midtown South                                                      ","1007880064","Office","1091","1014486","59488","ABS","73.2","114.7","WEST   39 STREET","230","331.1","71.1","112.7","10018"
"Yes","1-00788-0066","1014487","Manhattan","113",,"5","3","224","Filed","1","81763","82","197.9","40.754595","-73.989457","Not Available","Midtown-Midtown South                                                      ","1007880066","Office","1092","1014487","81763","None","66.1","130.1","WEST   39 STREET","234","421.9","Not Available","Not Available","10018"
"Yes","1007880073","1014489","Manhattan","113",,"5","3","294","Filed","1","181921","90","479.4","40.754732","-73.989782","10.34","Midtown-Midtown South                                                      ","1007880073","Office","1093","1014489","197767","ABS","49.5","113.5","WEST   39 STREET","250","773.4","Not Available","Not Available","10018"
"Yes","4-00471-0758",,"Queens",,,,,"96.9","Filed","1","84946","86","114.1",,,"Not Available",,"4004710758","Hotel","9934","4005328","50390","None","64.1","125.4","21 STREET","39-34","211","63.6","123.9","11101"
"Yes","1-00788-0078","1014490","Manhattan","113",,"5","3","430.9","Filed","1","154516","90","356.9","40.754817","-73.989984","6.72","Midtown-Midtown South                                                      ","1007880078","Office","1094","1014490","163100","ABS","62","119.9","WEST   39 STREET","260","787.8","61","119","10018"
"Yes","1-00788-0086","1014491","Manhattan","113",,"5","3","297.9","Filed","1","121520","Not Available","52.7","40.755171","-73.991283","15.55","Midtown-Midtown South                                                      ","1007880086","Office","1095","1014491","121520","ABS","51.5","65.2","8 AVENUE","594","350.6","51.2","64.9","10018"
"N/A","1-00789-0001",,"Manhattan",,,,,"77.1","Not on Covered Buildings List",,,"Not Available","204.1",,,"Not Available",,"1007890001","Office","14919","1014493","36000","None","110.1","261.2",,,"281.2","109.5","260.2",
"No","1-00789-0009","1014497","Manhattan","113",,"5","3","1050.8","Filed","1","177975","14","512.5","40.754798","-73.98989","Not Available","Midtown-Midtown South                                                      ","1007890009","Non-Refrigerated Warehouse","1096","1014497","189958","None","115.7","188.6","WEST   39 STREET","257","1563.3","114.9","187.5","10018"
"Yes","1007890014","1014498","Manhattan","113",,"5","3",,"Filed","1","108025","Not Available",,"40.754746","-73.989771","Not Available","Midtown-Midtown South                                                      ","1007890014","Mixed Use Property","1097","1014498","70000","None",,,"WEST   39 STREET","251",,"Not Available","Not Available","10018"
"No","1007890021","1014499","Manhattan","113",,"5","3","478.5","Filed","1","218558","86","561.8","40.754576","-73.989363","Not Available","Midtown-Midtown South                                                      ","1007890021","Office","1098","1014499","181568","None","73.3","155.1","WEST   39 STREET","231","1040.3","Not Available","Not Available","10018"
"Yes","1-00789-0027","1014500","Manhattan","113",,"5","3","70.1","Filed","1","88100","39","262.8","40.754523","-73.989244","Not Available","Midtown-Midtown South                                                      ","1007890027","Office","1099","1014500","51800","None","80.6","214.2","WEST   39 STREET","225","332.9","80.7","214.5","10018"
"Yes","1-00789-0036","1014501","Manhattan","113",,"5","3","431.3","Filed","1","225981","Not Available","1247","40.754468","-73.988103","16.55","Midtown-Midtown South                                                      ","1007890036","Office","1101","1014501","192973","ABS","120","291.8","7 AVENUE","550","1678.3","119.8","291.8","10018"
